"A_YEAR","B_COUNTRY","N_REGION_ISO","Q176","Q158","Q159","Q163","Q71","Q72","Q73","Q59","Q60","Q61","Q262","Q275","Q207","Q171","Q63","Q58","Q62","Q161","regions","Tech_convenience","Tech_future","Tech_impact","Tech_moral","Government","Political_party","Parliament","Neighborhood","Acquaintance","Stranger","Other_Nationality","Family","Other_Religion","Moral_uncertainty","Age","Education","Social_media_usage","Religious_service"
2017,840,840030,10,10,6,8,1,3,3,2,1,3,42,7,5,4,3,1,3,5,"Northeast",10,6,8,6,4,2,2,3,4,2,2,4,2,1,42,7,5,4
2017,840,840041,8,8,8,8,4,3,3,2,2,3,60,6,1,7,2,2,2,3,"Midwest",8,8,8,8,1,2,2,3,3,2,3,3,3,3,60,6,1,7
2017,840,840027,6,6,7,8,3,3,3,1,1,2,71,3,1,2,2,1,2,6,"Midwest",6,7,8,5,2,2,2,4,4,3,3,4,3,5,71,3,1,2
2017,840,840009,8,5,5,8,2,2,3,3,2,3,64,4,4,7,2,2,2,5,"South",5,5,8,6,3,3,2,2,3,2,3,3,3,3,64,4,4,7
2017,840,840047,8,3,3,8,4,3,4,2,2,2,66,4,1,3,2,1,2,3,"West",3,3,8,8,1,2,1,3,3,3,3,4,3,3,66,4,1,3
2017,840,840032,8,7,5,8,1,4,2,2,2,2,73,3,3,1,2,2,2,8,"Northeast",7,5,8,3,4,1,3,3,3,3,3,3,3,3,73,3,3,1
2017,840,840027,5,7,7,8,2,3,2,1,1,2,36,6,1,3,2,1,2,6,"Midwest",7,7,8,5,3,2,3,4,4,3,3,4,3,6,36,6,1,3
2017,840,840005,9,9,7,8,3,3,3,2,2,2,68,6,4,7,2,1,2,2,"West",9,7,8,9,2,2,2,3,3,3,3,4,3,2,68,6,4,7
2017,840,840003,8,10,7,8,2,3,3,1,2,2,66,7,4,6,2,2,3,1,"West",10,7,8,10,3,2,2,4,3,3,3,3,2,3,66,7,4,6
2017,840,840035,7,4,5,8,1,1,1,2,1,2,39,6,1,4,2,1,2,7,"Midwest",4,5,8,4,4,4,4,3,4,3,3,4,3,4,39,6,1,4
2017,840,840049,5,8,8,8,2,3,4,1,2,2,68,3,5,2,2,1,2,2,"Midwest",8,8,8,9,3,2,1,4,3,3,3,4,3,6,68,3,5,2
2017,840,840008,10,8,9,8,2,2,3,1,1,2,79,3,5,2,2,1,2,1,"South",8,9,8,10,3,3,2,4,4,3,3,4,3,1,79,3,5,2
2017,840,840038,4,7,7,8,2,3,3,2,1,3,46,3,1,4,3,1,3,4,"Northeast",7,7,8,7,3,2,2,3,4,2,2,4,2,7,46,3,1,4
2017,840,840005,10,7,8,8,2,3,2,2,2,2,70,7,3,2,2,2,2,5,"West",7,8,8,6,3,2,3,3,3,3,3,3,3,1,70,7,3,2
2017,840,840032,5,9,9,8,3,3,3,1,2,2,38,7,5,3,2,1,2,8,"Northeast",9,9,8,3,2,2,2,4,3,3,3,4,3,6,38,7,5,3
2017,840,840025,8,6,5,8,3,4,3,2,1,2,42,7,2,2,2,1,2,4,"Midwest",6,5,8,7,2,1,2,3,4,3,3,4,3,3,42,7,2,2
2017,840,840021,2,9,5,8,2,3,3,2,2,3,68,4,4,7,3,1,3,10,"Northeast",9,5,8,1,3,2,2,3,3,2,2,4,2,9,68,4,4,7
2017,840,840032,5,1,9,8,3,4,3,2,1,3,27,6,2,3,2,1,2,7,"Northeast",1,9,8,4,2,1,2,3,4,2,3,4,3,6,27,6,2,3
2017,840,840035,5,3,7,8,3,3,3,2,2,2,75,7,5,7,2,1,2,1,"Midwest",3,7,8,10,2,2,2,3,3,3,3,4,3,6,75,7,5,7
2017,840,840005,8,7,7,8,2,3,3,2,2,2,57,4,4,7,2,1,2,4,"West",7,7,8,7,3,2,2,3,3,3,3,4,3,3,57,4,4,7
2017,840,840038,5,4,7,8,3,3,3,2,1,2,46,7,4,3,2,1,2,3,"Northeast",4,7,8,8,2,2,2,3,4,3,3,4,3,6,46,7,4,3
2017,840,840005,3,9,5,8,3,3,3,2,2,3,52,6,5,7,2,1,2,3,"West",9,5,8,8,2,2,2,3,3,2,3,4,3,8,52,6,5,7
2017,840,840005,4,8,9,8,1,3,3,2,1,2,77,3,2,6,2,1,2,7,"West",8,9,8,4,4,2,2,3,4,3,3,4,3,7,77,3,2,6
2017,840,840048,8,8,8,8,2,3,3,2,2,2,63,3,5,6,2,1,2,2,"South",8,8,8,9,3,2,2,3,3,3,3,4,3,3,63,3,5,6
2017,840,840007,2,3,9,8,4,3,3,2,2,3,38,7,5,7,3,1,3,1,"Northeast",3,9,8,10,1,2,2,3,3,2,2,4,2,9,38,7,5,7
2017,840,840044,8,8,9,8,4,3,3,2,1,2,72,6,1,1,2,1,1,5,"West",8,9,8,6,1,2,2,3,4,3,3,4,4,3,72,6,1,1
2017,840,840005,9,8,6,8,2,3,2,2,2,3,48,5,1,2,2,2,2,7,"West",8,6,8,4,3,2,3,3,3,2,3,3,3,2,48,5,1,2
2017,840,840038,9,7,7,8,1,3,3,2,2,2,63,6,1,5,2,2,2,3,"Northeast",7,7,8,8,4,2,2,3,3,3,3,3,3,2,63,6,1,5
2017,840,840047,3,8,5,8,3,3,3,3,2,4,51,6,2,3,2,2,2,1,"West",8,5,8,10,2,2,2,2,3,1,3,3,3,8,51,6,2,3
2017,840,840015,8,5,6,8,3,4,4,3,3,4,48,6,5,6,4,3,4,8,"Midwest",5,6,8,3,2,1,1,2,2,1,1,2,1,3,48,6,5,6
2017,840,840028,8,8,8,8,4,3,3,2,2,3,62,6,1,7,2,2,2,3,"West",8,8,8,8,1,2,2,3,3,2,3,3,3,3,62,6,1,7
2017,840,840006,3,8,7,8,3,3,3,2,2,3,27,6,2,6,3,2,3,1,"West",8,7,8,10,2,2,2,3,3,2,2,3,2,8,27,6,2,6
2017,840,840038,7,7,7,8,3,3,3,2,1,2,54,8,5,1,2,1,2,6,"Northeast",7,7,8,5,2,2,2,3,4,3,3,4,3,4,54,8,5,1
2017,840,840043,1,9,10,8,2,3,3,3,2,2,75,4,5,3,2,1,2,8,"South",9,10,8,3,3,2,2,2,3,3,3,4,3,10,75,4,5,3
2017,840,840041,8,9,8,8,4,3,3,2,2,2,37,8,4,3,2,1,2,1,"Midwest",9,8,8,10,1,2,2,3,3,3,3,4,3,3,37,8,4,3
2017,840,840009,7,8,8,8,3,3,3,2,2,3,55,7,4,7,2,1,2,2,"South",8,8,8,9,2,2,2,3,3,2,3,4,3,4,55,7,4,7
2017,840,840038,7,8,8,8,2,3,3,2,2,2,81,3,5,2,2,1,2,7,"Northeast",8,8,8,4,3,2,2,3,3,3,3,4,3,4,81,3,5,2
2017,840,840023,8,9,9,8,3,3,2,2,2,2,64,6,5,2,2,1,2,5,"Midwest",9,9,8,6,2,2,3,3,3,3,3,4,3,3,64,6,5,2
2017,840,840009,2,3,4,8,4,4,4,2,1,3,64,5,1,7,2,2,2,1,"South",3,4,8,10,1,1,1,3,4,2,3,3,3,9,64,5,1,7
2017,840,840027,6,7,5,8,3,3,3,2,2,2,39,4,2,2,2,1,2,4,"Midwest",7,5,8,7,2,2,2,3,3,3,3,4,3,5,39,4,2,2
2017,840,840005,5,8,8,8,2,4,3,2,2,2,57,7,1,7,2,2,2,7,"West",8,8,8,4,3,1,2,3,3,3,3,3,3,6,57,7,1,7
2017,840,840037,10,8,8,8,3,4,4,3,2,3,63,6,2,5,3,2,3,3,"West",8,8,8,8,2,1,1,2,3,2,2,3,2,1,63,6,2,5
2017,840,840005,3,7,8,8,2,3,3,3,2,4,66,3,1,7,3,1,3,1,"West",7,8,8,10,3,2,2,2,3,1,2,4,2,8,66,3,1,7
2017,840,840025,9,8,8,8,2,3,3,2,2,3,67,6,2,4,2,1,2,1,"Midwest",8,8,8,10,3,2,2,3,3,2,3,4,3,2,67,6,2,4
2017,840,840013,5,8,8,8,4,4,4,1,1,3,24,5,4,7,2,1,2,3,"Midwest",8,8,8,8,1,1,1,4,4,2,3,4,3,6,24,5,4,7
2017,840,840043,1,10,6,8,1,4,4,2,2,2,60,5,5,2,1,1,1,4,"South",10,6,8,7,4,1,1,3,3,3,4,4,4,10,60,5,5,2
2017,840,840005,4,8,8,8,4,3,3,2,1,2,45,4,1,7,2,1,1,2,"West",8,8,8,9,1,2,2,3,4,3,3,4,4,7,45,4,1,7
2017,840,840018,4,8,6,8,4,3,4,3,1,2,68,6,1,1,1,2,2,4,"South",8,6,8,7,1,2,1,2,4,3,4,3,3,7,68,6,1,1
2017,840,840043,8,8,7,8,4,2,3,1,1,2,63,6,1,4,1,1,1,6,"South",8,7,8,5,1,3,2,4,4,3,4,4,4,3,63,6,1,4
2017,840,840036,10,7,7,8,2,3,3,3,2,2,54,4,1,2,2,2,2,8,"South",7,7,8,3,3,2,2,2,3,3,3,3,3,1,54,4,1,2
2017,840,840013,10,10,10,8,4,3,4,2,1,2,67,6,5,6,2,2,2,1,"Midwest",10,10,8,10,1,2,1,3,4,3,3,3,3,1,67,6,5,6
2017,840,840043,8,8,10,8,3,3,2,2,2,3,47,7,3,3,2,1,2,1,"South",8,10,8,10,2,2,3,3,3,2,3,4,3,3,47,7,3,3
2017,840,840005,10,9,9,8,3,3,3,3,2,3,35,2,1,6,3,2,3,10,"West",9,9,8,1,2,2,2,2,3,2,2,3,2,1,35,2,1,6
2017,840,840005,8,7,7,8,2,3,2,2,2,3,61,4,2,2,2,1,2,2,"West",7,7,8,9,3,2,3,3,3,2,3,4,3,3,61,4,2,2
2017,840,840030,10,10,7,8,4,4,3,4,3,4,56,5,2,7,3,1,3,5,"Northeast",10,7,8,6,1,1,2,1,2,1,2,4,2,1,56,5,2,7
2017,840,840009,2,5,5,8,2,2,2,2,2,3,41,6,2,1,2,1,3,1,"South",5,5,8,10,3,3,3,3,3,2,3,4,2,9,41,6,2,1
2017,840,840037,1,7,8,8,4,3,3,2,1,2,65,4,1,7,2,1,2,2,"West",7,8,8,9,1,2,2,3,4,3,3,4,3,10,65,4,1,7
2017,840,840015,1,10,10,8,2,2,2,2,2,3,64,6,1,1,3,1,2,1,"Midwest",10,10,8,10,3,3,3,3,3,2,2,4,3,10,64,6,1,1
2017,840,840047,10,8,3,8,3,3,3,2,2,2,62,6,5,7,2,2,2,1,"West",8,3,8,10,2,2,2,3,3,3,3,3,3,1,62,6,5,7
2017,840,840003,5,9,10,8,4,3,4,2,3,3,20,4,1,2,2,1,2,9,"West",9,10,8,2,1,2,1,3,2,2,3,4,3,6,20,4,1,2
2017,840,840028,8,8,7,8,2,3,2,2,2,2,33,6,4,1,2,2,2,6,"West",8,7,8,5,3,2,3,3,3,3,3,3,3,3,33,6,4,1
2017,840,840009,7,8,8,9,1,3,3,2,1,3,54,4,1,6,2,2,2,7,"South",8,8,9,4,4,2,2,3,4,2,3,3,3,4,54,4,1,6
2017,840,840013,7,8,8,9,3,3,3,2,1,2,68,5,5,6,2,1,2,5,"Midwest",8,8,9,6,2,2,2,3,4,3,3,4,3,4,68,5,5,6
2017,840,840018,4,8,8,9,2,3,3,2,1,3,20,6,2,6,2,1,2,3,"South",8,8,9,8,3,2,2,3,4,2,3,4,3,7,20,6,2,6
2017,840,840038,7,10,10,9,4,2,3,2,1,2,55,6,5,6,1,1,1,1,"Northeast",10,10,9,10,1,3,2,3,4,3,4,4,4,4,55,6,5,6
2017,840,840049,3,8,8,9,3,4,4,3,2,3,31,6,1,4,2,2,2,1,"Midwest",8,8,9,10,2,1,1,2,3,2,3,3,3,8,31,6,1,4
2017,840,840012,4,7,7,9,3,3,3,2,1,3,23,4,2,2,2,1,2,6,"West",7,7,9,5,2,2,2,3,4,2,3,4,3,7,23,4,2,2
2017,840,840047,8,9,7,9,3,2,3,2,2,2,42,8,1,7,2,2,2,3,"West",9,7,9,8,2,3,2,3,3,3,3,3,3,3,42,8,1,7
2017,840,840021,5,7,8,9,2,2,2,2,2,3,60,3,5,3,2,1,2,6,"Northeast",7,8,9,5,3,3,3,3,3,2,3,4,3,6,60,3,5,3
2017,840,840020,6,8,8,9,4,3,3,2,2,2,21,4,2,2,2,1,2,3,"South",8,8,9,8,1,2,2,3,3,3,3,4,3,5,21,4,2,2
2017,840,840022,6,8,8,9,2,3,3,1,2,2,63,3,1,7,2,1,2,3,"Midwest",8,8,9,8,3,2,2,4,3,3,3,4,3,5,63,3,1,7
2017,840,840010,10,9,7,9,3,3,3,3,2,2,68,4,5,1,3,1,2,2,"South",9,7,9,9,2,2,2,2,3,3,2,4,3,1,68,4,5,1
2017,840,840018,9,9,9,9,2,3,3,2,2,3,63,6,2,1,2,1,2,2,"South",9,9,9,9,3,2,2,3,3,2,3,4,3,2,63,6,2,1
2017,840,840023,9,8,8,9,3,2,3,1,1,2,78,7,4,2,1,1,1,1,"Midwest",8,8,9,10,2,3,2,4,4,3,4,4,4,2,78,7,4,2
2017,840,840023,7,9,10,9,2,4,3,2,1,2,64,6,5,2,2,1,2,6,"Midwest",9,10,9,5,3,1,2,3,4,3,3,4,3,4,64,6,5,2
2017,840,840010,10,10,7,9,2,3,3,1,1,2,78,6,2,1,2,1,2,5,"South",10,7,9,6,3,2,2,4,4,3,3,4,3,1,78,6,2,1
2017,840,840049,5,10,10,9,3,3,3,2,1,3,65,6,1,7,2,1,2,2,"Midwest",10,10,9,9,2,2,2,3,4,2,3,4,3,6,65,6,1,7
2017,840,840032,6,9,9,9,3,3,3,3,1,2,31,6,4,5,2,1,2,1,"Northeast",9,9,9,10,2,2,2,2,4,3,3,4,3,5,31,6,4,5
2017,840,840025,4,6,5,9,3,3,3,2,2,3,51,4,2,2,3,2,3,6,"Midwest",6,5,9,5,2,2,2,3,3,2,2,3,2,7,51,4,2,2
2017,840,840033,9,9,8,9,2,3,3,2,2,3,67,6,3,1,2,2,2,6,"South",9,8,9,5,3,2,2,3,3,2,3,3,3,2,67,6,3,1
2017,840,840040,8,8,8,9,3,3,3,2,2,2,67,7,1,6,2,2,2,3,"South",8,8,9,8,2,2,2,3,3,3,3,3,3,3,67,7,1,6
2017,840,840035,3,8,9,9,4,3,4,2,2,2,65,6,5,7,2,2,2,3,"Midwest",8,9,9,8,1,2,1,3,3,3,3,3,3,8,65,6,5,7
2017,840,840009,4,7,7,9,2,3,3,4,2,4,66,6,5,7,2,1,2,6,"South",7,7,9,5,3,2,2,1,3,1,3,4,3,7,66,6,5,7
2017,840,840005,9,8,4,9,4,3,3,2,2,3,32,6,1,7,2,1,2,1,"West",8,4,9,10,1,2,2,3,3,2,3,4,3,2,32,6,1,7
2017,840,840020,10,9,9,9,4,4,4,2,2,2,81,6,5,7,2,1,2,1,"South",9,9,9,10,1,1,1,3,3,3,3,4,3,1,81,6,5,7
2017,840,840009,8,9,9,9,4,3,4,2,2,2,41,8,2,7,2,2,2,1,"South",9,9,9,10,1,2,1,3,3,3,3,3,3,3,41,8,2,7
2017,840,840046,9,9,7,9,3,4,3,3,2,1,30,6,1,7,1,1,1,3,"South",9,7,9,8,2,1,2,2,3,4,4,4,4,2,30,6,1,7
2017,840,840023,7,9,9,9,2,3,3,2,2,3,59,8,1,7,2,1,2,2,"Midwest",9,9,9,9,3,2,2,3,3,2,3,4,3,4,59,8,1,7
2017,840,840035,10,10,8,9,4,3,3,2,1,2,26,6,2,5,2,1,2,1,"Midwest",10,8,9,10,1,2,2,3,4,3,3,4,3,1,26,6,2,5
2017,840,840014,1,10,10,9,4,3,3,2,1,2,34,7,2,7,1,1,1,2,"Midwest",10,10,9,9,1,2,2,3,4,3,4,4,4,10,34,7,2,7
2017,840,840038,9,8,7,9,3,3,3,2,1,2,32,6,2,7,2,1,2,3,"Northeast",8,7,9,8,2,2,2,3,4,3,3,4,3,2,32,6,2,7
2017,840,840023,8,8,8,9,4,3,4,2,2,2,30,7,1,3,2,2,2,1,"Midwest",8,8,9,10,1,2,1,3,3,3,3,3,3,3,30,7,1,3
2017,840,840022,4,9,10,9,4,4,3,1,1,2,47,7,2,7,2,1,2,1,"Midwest",9,10,9,10,1,1,2,4,4,3,3,4,3,7,47,7,2,7
2017,840,840022,6,10,10,9,4,3,3,1,1,2,40,6,1,1,1,1,1,1,"Midwest",10,10,9,10,1,2,2,4,4,3,4,4,4,5,40,6,1,1
2017,840,840018,5,9,9,9,1,4,4,2,2,3,23,6,1,7,2,1,3,2,"South",9,9,9,9,4,1,1,3,3,2,3,4,2,6,23,6,1,7
2017,840,840025,7,6,5,9,4,3,4,2,2,3,58,8,5,7,2,2,2,1,"Midwest",6,5,9,10,1,2,1,3,3,2,3,3,3,4,58,8,5,7
2017,840,840043,9,7,7,9,2,3,3,2,1,3,64,7,2,1,2,1,2,8,"South",7,7,9,3,3,2,2,3,4,2,3,4,3,2,64,7,2,1
2017,840,840006,10,8,7,9,2,3,3,2,1,2,68,7,1,1,2,1,2,1,"West",8,7,9,10,3,2,2,3,4,3,3,4,3,1,68,7,1,1
2017,840,840022,2,9,8,9,2,3,2,2,2,3,20,4,1,3,2,1,3,5,"Midwest",9,8,9,6,3,2,3,3,3,2,3,4,2,9,20,4,1,3
2017,840,840033,3,10,10,9,4,3,3,2,1,2,28,6,1,7,2,2,2,1,"South",10,10,9,10,1,2,2,3,4,3,3,3,3,8,28,6,1,7
2017,840,840022,3,9,8,9,3,4,2,2,1,3,34,6,3,3,2,1,2,5,"Midwest",9,8,9,6,2,1,3,3,4,2,3,4,3,8,34,6,3,3
2017,840,840009,9,8,8,9,3,3,4,3,2,3,26,6,1,7,3,2,3,1,"South",8,8,9,10,2,2,1,2,3,2,2,3,2,2,26,6,1,7
2017,840,840005,8,10,10,9,3,3,3,2,2,3,39,6,1,7,3,2,3,1,"West",10,10,9,10,2,2,2,3,3,2,2,3,2,3,39,6,1,7
2017,840,840035,8,10,10,9,3,2,2,2,1,2,87,4,4,7,1,1,3,2,"Midwest",10,10,9,9,2,3,3,3,4,3,4,4,2,3,87,4,4,7
2017,840,840006,3,9,6,9,3,4,4,4,2,3,27,6,1,7,2,1,2,1,"West",9,6,9,10,2,1,1,1,3,2,3,4,3,8,27,6,1,7
2017,840,840030,5,9,9,9,2,3,3,2,2,3,64,6,1,6,2,1,2,2,"Northeast",9,9,9,9,3,2,2,3,3,2,3,4,3,6,64,6,1,6
2017,840,840014,9,9,9,9,3,3,3,2,1,2,35,7,1,2,2,1,2,3,"Midwest",9,9,9,8,2,2,2,3,4,3,3,4,3,2,35,7,1,2
2017,840,840047,8,8,7,9,3,3,3,2,2,2,29,4,1,2,2,1,2,1,"West",8,7,9,10,2,2,2,3,3,3,3,4,3,3,29,4,1,2
2017,840,840030,5,8,8,9,2,3,3,1,1,2,78,8,5,2,2,1,2,1,"Northeast",8,8,9,10,3,2,2,4,4,3,3,4,3,6,78,8,5,2
2017,840,840014,9,8,7,9,3,3,3,1,1,2,53,6,1,2,2,1,2,3,"Midwest",8,7,9,8,2,2,2,4,4,3,3,4,3,2,53,6,1,2
2017,840,840037,9,9,9,9,4,3,4,2,1,2,65,3,5,7,2,1,2,2,"West",9,9,9,9,1,2,1,3,4,3,3,4,3,2,65,3,5,7
2017,840,840017,1,8,8,9,4,3,4,2,2,3,53,4,1,7,2,2,2,1,"South",8,8,9,10,1,2,1,3,3,2,3,3,3,10,53,4,1,7
2017,840,840008,1,8,6,9,4,2,2,2,2,4,73,4,2,1,2,1,2,1,"South",8,6,9,10,1,3,3,3,3,1,3,4,3,10,73,4,2,1
2017,840,840038,2,8,9,9,2,3,3,2,1,3,60,3,1,2,2,2,2,8,"Northeast",8,9,9,3,3,2,2,3,4,2,3,3,3,9,60,3,1,2
2017,840,840043,3,7,4,9,4,3,4,2,2,2,37,8,1,7,2,1,2,1,"South",7,4,9,10,1,2,1,3,3,3,3,4,3,8,37,8,1,7
2017,840,840048,6,10,10,9,2,3,3,1,1,2,74,3,1,2,1,1,1,8,"South",10,10,9,3,3,2,2,4,4,3,4,4,4,5,74,3,1,2
2017,840,840003,4,8,5,9,3,4,4,3,2,4,51,7,5,5,2,2,2,4,"West",8,5,9,7,2,1,1,2,3,1,3,3,3,7,51,7,5,5
2017,840,840005,8,9,8,9,2,3,2,2,2,3,29,6,1,2,2,1,3,2,"West",9,8,9,9,3,2,3,3,3,2,3,4,2,3,29,6,1,2
2017,840,840017,8,10,8,9,3,3,3,2,2,2,22,6,1,6,2,1,2,6,"South",10,8,9,5,2,2,2,3,3,3,3,4,3,3,22,6,1,6
2017,840,840012,5,3,3,9,3,3,3,3,2,3,32,6,1,4,2,1,2,2,"West",3,3,9,9,2,2,2,2,3,2,3,4,3,6,32,6,1,4
2017,840,840033,9,9,8,9,2,3,3,2,2,3,65,5,2,2,2,2,2,6,"South",9,8,9,5,3,2,2,3,3,2,3,3,3,2,65,5,2,2
2017,840,840021,7,7,8,9,3,2,3,2,2,2,27,7,1,7,2,1,2,1,"Northeast",7,8,9,10,2,3,2,3,3,3,3,4,3,4,27,7,1,7
2017,840,840005,9,8,6,9,4,4,4,2,1,3,62,7,5,7,2,2,3,3,"West",8,6,9,8,1,1,1,3,4,2,3,3,2,2,62,7,5,7
2017,840,840049,8,8,8,9,3,3,3,1,1,3,35,6,2,4,2,1,2,3,"Midwest",8,8,9,8,2,2,2,4,4,2,3,4,3,3,35,6,2,4
2017,840,840003,5,8,8,9,2,3,3,1,1,2,32,7,5,7,2,1,2,2,"West",8,8,9,9,3,2,2,4,4,3,3,4,3,6,32,7,5,7
2017,840,840006,9,9,8,9,3,4,3,2,1,2,21,6,4,7,2,1,2,2,"West",9,8,9,9,2,1,2,3,4,3,3,4,3,2,21,6,4,7
2017,840,840009,7,9,9,9,4,3,3,2,2,3,49,6,1,7,2,2,2,2,"South",9,9,9,9,1,2,2,3,3,2,3,3,3,4,49,6,1,7
2017,840,840005,6,7,7,9,4,3,3,3,2,3,26,6,1,7,2,2,2,4,"West",7,7,9,7,1,2,2,2,3,2,3,3,3,5,26,6,1,7
2017,840,840036,7,8,8,9,2,3,3,2,2,2,33,6,1,7,2,1,2,6,"South",8,8,9,5,3,2,2,3,3,3,3,4,3,4,33,6,1,7
2017,840,840006,9,8,8,9,2,3,4,2,2,2,61,4,4,6,2,2,2,1,"West",8,8,9,10,3,2,1,3,3,3,3,3,3,2,61,4,4,6
2017,840,840032,5,9,9,9,3,3,3,2,2,3,19,4,1,5,2,1,2,3,"Northeast",9,9,9,8,2,2,2,3,3,2,3,4,3,6,19,4,1,5
2017,840,840022,6,9,9,9,3,3,3,2,2,2,30,5,1,7,2,2,2,2,"Midwest",9,9,9,9,2,2,2,3,3,3,3,3,3,5,30,5,1,7
2017,840,840031,4,10,9,9,4,3,4,2,2,2,28,8,1,4,2,1,2,3,"West",10,9,9,8,1,2,1,3,3,3,3,4,3,7,28,8,1,4
2017,840,840041,9,8,7,9,2,3,3,2,2,2,59,6,3,2,2,1,2,7,"Midwest",8,7,9,4,3,2,2,3,3,3,3,4,3,2,59,6,3,2
2017,840,840005,2,8,7,9,3,4,3,2,2,2,49,7,4,2,2,2,2,4,"West",8,7,9,7,2,1,2,3,3,3,3,3,3,9,49,7,4,2
2017,840,840042,7,8,9,9,4,4,4,2,2,2,63,6,5,7,2,1,2,3,"South",8,9,9,8,1,1,1,3,3,3,3,4,3,4,63,6,5,7
2017,840,840037,4,7,8,9,3,3,3,3,2,3,30,7,1,6,2,1,2,3,"West",7,8,9,8,2,2,2,2,3,2,3,4,3,7,30,7,1,6
2017,840,840035,3,9,5,9,4,4,4,2,2,3,27,6,1,4,2,2,3,1,"Midwest",9,5,9,10,1,1,1,3,3,2,3,3,2,8,27,6,1,4
2017,840,840018,3,8,8,9,3,3,4,1,2,3,21,6,1,4,2,1,2,6,"South",8,8,9,5,2,2,1,4,3,2,3,4,3,8,21,6,1,4
2017,840,840005,10,9,9,9,4,3,3,2,1,3,32,6,1,7,2,1,2,1,"West",9,9,9,10,1,2,2,3,4,2,3,4,3,1,32,6,1,7
2017,840,840032,4,8,8,9,2,3,3,2,2,2,62,6,5,2,2,2,2,3,"Northeast",8,8,9,8,3,2,2,3,3,3,3,3,3,7,62,6,5,2
2017,840,840003,5,7,5,9,2,2,2,2,1,2,19,4,1,2,2,1,2,3,"West",7,5,9,8,3,3,3,3,4,3,3,4,3,6,19,4,1,2
2017,840,840006,5,8,7,9,2,4,4,2,2,3,48,4,3,7,3,2,3,1,"West",8,7,9,10,3,1,1,3,3,2,2,3,2,6,48,4,3,7
2017,840,840009,3,8,6,9,3,3,3,3,2,3,62,6,2,3,2,2,2,1,"South",8,6,9,10,2,2,2,2,3,2,3,3,3,8,62,6,2,3
2017,840,840009,8,8,8,9,4,4,4,2,1,2,33,7,5,7,2,3,2,1,"South",8,8,9,10,1,1,1,3,4,3,3,2,3,3,33,7,5,7
2017,840,840003,8,8,9,9,3,3,3,2,1,3,54,7,1,6,1,1,1,3,"West",8,9,9,8,2,2,2,3,4,2,4,4,4,3,54,7,1,6
2017,840,840046,7,9,9,9,3,3,3,2,2,2,38,7,4,7,2,2,2,2,"South",9,9,9,9,2,2,2,3,3,3,3,3,3,4,38,7,4,7
2017,840,840046,6,9,9,9,3,3,3,1,1,2,70,6,3,2,1,1,1,3,"South",9,9,9,8,2,2,2,4,4,3,4,4,4,5,70,6,3,2
2017,840,840013,5,8,6,9,4,4,4,2,2,2,63,4,2,6,2,2,2,2,"Midwest",8,6,9,9,1,1,1,3,3,3,3,3,3,6,63,4,2,6
2017,840,840005,8,7,6,9,3,3,3,2,2,2,59,6,2,3,2,1,2,1,"West",7,6,9,10,2,2,2,3,3,3,3,4,3,3,59,6,2,3
2017,840,840019,3,9,9,9,3,3,3,2,1,3,40,4,1,1,2,1,2,6,"Northeast",9,9,9,5,2,2,2,3,4,2,3,4,3,8,40,4,1,1
2017,840,840038,3,9,9,9,3,3,3,2,1,2,66,3,1,2,1,1,1,3,"Northeast",9,9,9,8,2,2,2,3,4,3,4,4,4,8,66,3,1,2
2017,840,840009,3,8,10,9,4,4,4,3,2,4,51,8,4,5,2,3,4,1,"South",8,10,9,10,1,1,1,2,3,1,3,2,1,8,51,8,4,5
2017,840,840022,7,9,8,9,3,3,2,2,2,3,19,3,1,3,2,2,2,5,"Midwest",9,8,9,6,2,2,3,3,3,2,3,3,3,4,19,3,1,3
2017,840,840046,4,8,8,9,2,3,3,2,2,3,65,5,5,6,3,2,2,8,"South",8,8,9,3,3,2,2,3,3,2,2,3,3,7,65,5,5,6
2017,840,840033,6,8,7,9,2,3,3,2,2,3,54,4,1,1,2,3,2,7,"South",8,7,9,4,3,2,2,3,3,2,3,2,3,5,54,4,1,1
2017,840,840033,8,8,8,9,4,3,4,3,2,2,30,6,1,7,2,1,2,2,"South",8,8,9,9,1,2,1,2,3,3,3,4,3,3,30,6,1,7
2017,840,840042,8,6,6,9,4,4,3,2,1,2,34,6,1,4,2,1,2,7,"South",6,6,9,4,1,1,2,3,4,3,3,4,3,3,34,6,1,4
2017,840,840027,10,9,4,9,2,3,2,2,1,2,51,6,4,2,2,1,2,10,"Midwest",9,4,9,1,3,2,3,3,4,3,3,4,3,1,51,6,4,2
2017,840,840049,10,8,5,9,3,3,3,2,2,2,63,3,2,2,2,2,2,2,"Midwest",8,5,9,9,2,2,2,3,3,3,3,3,3,1,63,3,2,2
2017,840,840045,6,7,7,9,4,3,1,2,1,3,46,7,4,4,1,1,2,3,"Northeast",7,7,9,8,1,2,4,3,4,2,4,4,3,5,46,7,4,4
2017,840,840017,9,8,8,9,4,2,3,2,2,2,51,8,1,7,2,2,2,1,"South",8,8,9,10,1,3,2,3,3,3,3,3,3,2,51,8,1,7
2017,840,840043,4,8,7,9,4,3,3,3,2,2,25,8,4,7,2,1,2,2,"South",8,7,9,9,1,2,2,2,3,3,3,4,3,7,25,8,4,7
